ID	extID	name	tooltipbase	tilemap	graphicstype	enabled	parity	x	y	itemmemory	rng	overlap	nointeract	enemy	item	standable	warp
0x16F	None	Paratroopa, red, vertical	Flies back and forth. When stomped, becomes an ordinary red Koopa.	s2B t0D p11 x-4 y-17 fx; s2B t05 p11 r16 x-A y-10 fx; s2B t37 p11 x-1 y+10; s2B t36 p11 x-4 y+A; s2B t2A p11 r16 y+4; s2B t37 p11 x+8 y+10; s2B t26 p11 x+4 y-6; s2B t20 p11 r16 x-6 y-7; s2B t0D p11 x+C y-17; s2B t05 p11 r16 x+A y-10; s2B t07 p11 x+A	Stripe 2B+47 next	3						0	0	1			
0x170	None	Aqua Lakitu	A Lakitu with a snorkel that hides in the water, peeking out to throw Spiny eggs aimed at Yoshi.	s4F t07 p11 r16 x-1 y-7; s4F t0E p12 r16 x-2 y-13; s4F t0C p10 y+8; s4F t0C p10 x+8 y+8 fx		3						0	0	1			
0x171	None	Naval Piranha	Boss activator.			3						0	0	1			
0x172	None	Naval Piranha's vine, vertical	(doesn't spawn if placed directly)			1						0	0	1			
0x173	None	Balloon, with Shy Guy	Drops the Shy Guy when approached. Balloon color is random green/red/yellow/pink. Shy Guy is always red.	t4F p10 x+1 y+A fx; t4F p10 x+6 y+A fx; t108 p11 r16; t16C p10 x+4 y-6; t16C p10 x+4 y-A; t148 p10 r16 y-18		3					1	0	0	1	0	0	0
0x174	None	Balloon, with Needlenose	Drops the Needlenose when approached. Balloon color is random green/red/yellow/pink.	t10A p10 r16; t16C p11 x+4 y-6; t16C p11 x+4 y-A; t148 p11 r16 y-18		3					1	0	0	1	0	0	0
0x175	None	Balloon, with bomb	Drops the bomb when approached. Balloon color is random green/red/yellow/pink.	t1CC p14 r16; t16C p11 x+4 y-6; t16C p11 x+4 y-A; t148 p12 r16 y-18		3					1	0	0	1	0	0	0
0x176	None	Balloon, with Bandit	Drops the Bandit when approached. Balloon color is random green/red/yellow/pink.	tFB p10 x+2 y+E; tFB p10 x+7 y+E; tD8 p11 r16 y-8; tDA p10 x-1 y+7; tDB p10 x+7 y+7; t16C p10 x+4 y-12; t16C p11 x+4 y-E; t148 p14 r16 y-20	Stripe 4E in slot 3	3					1	0	0	1	0	0	0
0x177	None	Balloon, with bounce arrow, large	Balloon color is random green/red/yellow/pink. Bounce arrow does not despawn.	t16C p11 x+4 y-E; t16C p11 x+4 y-A; t148 p12 r16 y-1C; d082A9024 p10 r32 x-8 y-7		3					1	0	0	0	1	0	0
0x178	None	Balloon, with 1up	Balloon color is random green/red/yellow/pink.	t1C3 p13 r16; t89 p18 x-2 y+4; tCE p18 r16,8 y+4; t16C p11 x+4 y-6; t16C p11 x+4 y-A; t148 p10 r16 y-18		3				2	1	0	0	0	1	0	0
0x179	None	Balloon, with key	Balloon color is random green/red/yellow/pink.	t1CE p11 r16; t16C p11 x+4 y-6; t16C p11 x+4 y-A; t148 p14 r16 y-18		3				2	1	0	0	0	1	0	0
0x17A	None	Balloon, with 5 coins	Balloon color is random green/red/yellow/pink.	t140 p12 r16; t16C p11 x+4 y-6; t16C p11 x+4 y-A; t148 p14 r16 y-18		3					1	0	0	0	1	0	0
0x17B	None	Balloon, with watermelon	Balloon color is random green/red/yellow/pink.	tC8 p10 r16; t16C p11 x+4 y-6; t16C p11 x+4 y-A; t148 p11 r16 y-18		3					1	0	0	0	1	0	0
0x17C	None	Balloon, with fire melon	Balloon color is random green/red/yellow/pink.	tC8 p11 r16; t16C p11 x+4 y-6; t16C p11 x+4 y-A; t148 p10 r16 y-18		3					1	0	0	0	1	0	0
0x17D	None	Balloon, with ice melon	Balloon color is random green/red/yellow/pink.	tC8 p13 r16; t16C p11 x+4 y-6; t16C p11 x+4 y-A; t148 p12 r16 y-18		3					1	0	0	0	1	0	0
0x17E	None	Balloon x3, with crate, 6 stars	Balloon color is random green/red/yellow/pink. Unlike the standalone crate, this sprite is not affected by item memory.	t148 p11 r16 x-C y-18; t16C p11 x-5 y-B; t16C p11 x-3 y-7; t148 p14 r16 x+C y-18; t16C p11 x+D y-B; t16C p11 x+B y-7; t148 p10 r16 y-1B; t16C p11 x+4 y-D; t16C p11 x+4 y-9; d082A5EA4 p14 r32 x-8 y-8; t14A p12 r16 y-5 o50; t12E p10 y+5 o50; t12E p10 x+7 y+5 fx o50		3					1	0	0	0	1	0	0
0x17F	None	Balloon, floating away	Balloon color is random green/red/yellow/pink.	t16C p11 x+4 y+E; t16C p11 x+4 y+12; t148 p14 r16		2					1	0	1	0	0	0	0
0x180	None	Spinning log	A log platform that alternates between stationary and spinning.	d08294024 p10 r32 a23		3					0	0	0			1	
0x181	None	Crazee Dayzee				3	1				1	0	0	1	0	0	0
0x181	0	random white/yellow		s5D t0A p14 x+6 y+8; s5D t0C p12 r16 y-A; s5D t0C p12 r16 x+4 y-4 fxy; s5D t0E p10 r16 x+5 y-2; s5D t0A p14 x+9 y+8; s5D t1B p10 x+11 y-D													
0x181	1	purple, blows bubbles		s5D t0A p14 x+6 y+8; s5D t0C p14 r16 y-A; s5D t0C p14 r16 x+4 y-4 fxy; s5D t0E p10 r16 x+5 y-2; s5D t0A p14 x+9 y+8; t142 p11 r16 x-12 y-4 o80;													
0x182	None	Dragonfly decoration	Decorative. Flies back and forth 4 tiles in a straight line, centered on its starting point. Starting direction depends on parity.			3	1				0	0	1	0	0	0	0
0x182	0	right		s5D t02 p11 x+4 y+4 fx													
0x182	1	left		s5D t02 p11 x+4 y+4													
0x183	None	Butterfly decoration	Decorative. Flies back and forth 4 tiles in a wavy pattern, centered on its starting point. Starting direction depends on parity. Random color white/yellow/purple.			3	1				1	0	1	0	0	0	0
0x183	0	right		s5D t03 p11 x+4 y+4 fx													
0x183	1	left		s5D t03 p14 x+4 y+4													
0x184	None	Bumpty, walking	A penguin that walks along the ground.<br>Frozen if at the top-left corner of an ice block.	s5E t0E p10 r16 y-1; s5E t1D p10 x+2 y+9; s5E t1D p10 x+6 y+9		3					0	1	0	1			
0x185	None	Line-guided platform, green, moving left	Slow speed. Moves left/up when spawned.	t48 p10 r16 x-10; t49 p10 r16; t4A p10 r16 x+10; l1 t25B p1 x-18 y+4 fx		3					0	0	0	0	0	1	0
0x186	None	Line-guided platform, green, moving right	Slow speed. Moves right/up when spawned.	t48 p10 r16 x-10; t49 p10 r16; t4A p10 r16 x+10; l1 t25B p1 x+20 y+4		3					0	0	0	0	0	1	0
0x187	None	Line-guided platform, yellow, moving left	Medium speed. Moves left/up when spawned.	t48 p12 r16 x-10; t49 p12 r16; t4A p12 r16 x+10; l1 t25B p1 x-18 y+4 fx		3					0	0	0	0	0	1	0
0x188	None	Line-guided platform, yellow, moving right	Medium speed. Moves right/up when spawned.	t48 p12 r16 x-10; t49 p12 r16; t4A p12 r16 x+10; l1 t25B p1 x+20 y+4		3					0	0	0	0	0	1	0
0x189	None	Line-guided platform, green, activatable left	Slow speed. Starts moving left/up when Yoshi stands on it.	t48 p10 r16 x-10; t49 p10 r16; t4A p10 r16 x+10; l1 t25B p1 x-18 y+4 fx o50		3					0	0	0	0	0	1	0
0x18A	None	Line-guided platform, green, activatable right	Slow speed. Starts moving right/up when Yoshi stands on it.	t48 p10 r16 x-10; t49 p10 r16; t4A p10 r16 x+10; l1 t25B p1 x+20 y+4 o50		3					0	0	0	0	0	1	0
0x18B	None	Line-guided platform, yellow, activatable left	Medium speed. Starts moving left/up when Yoshi stands on it.	t48 p12 r16 x-10; t49 p12 r16; t4A p12 r16 x+10; l1 t25B p1 x-18 y+4 fx o50		3					0	0	0	0	0	1	0
0x18C	None	Line-guided platform, yellow, activatable right	Medium speed. Starts moving right/up when Yoshi stands on it.	t48 p12 r16 x-10; t49 p12 r16; t4A p12 r16 x+10; l1 t25B p1 x+20 y+4 o50		3					0	0	0	0	0	1	0
0x18D	None	Line-guided platform, red, activatable left	Fast speed. Starts moving left/up when Yoshi stands on it.	t48 p11 r16 x-10; t49 p11 r16; t4A p11 r16 x+10; l1 t25B p1 x-18 y+4 fx o50		3					0	0	0	0	0	1	0
0x18E	None	Line-guided platform, red, activatable right	Fast speed. Starts moving right/up when Yoshi stands on it.	t48 p11 r16 x-10; t49 p11 r16; t4A p11 r16 x+10; l1 t25B p1 x+20 y+4 o50		3					0	0	0	0	0	1	0
0x18F	None	Line-guided rolling platform	Rolls along a line-guide when Yoshi stands on the edge, pushing Yoshi off unless he walks in the opposite direction. Affected by gravity on diagonal line-guides.	d082A30A4 p10 r32 x-8		3			3		0	0	0	0	0	1	0
0x190	None	Falling icicle	Only functional if placed on object {extprefix}.A9-AB, on a central tile (neither the base nor tip). Causes the icicle to crack and fall when approached.		L1=8	3					0	2	0	1	0	0	0
0x191	None	Bird decoration	Decorative. Moves randomly along the ground, staying on ledges. Random color tan/white/gray/brown.	s5E t00 p10 x+4 y+8		3					1	0	1	0	0	0	0
0x192	None	Petal Guy	A Shy Guy disguised with flowers on its head.			3	3				0	0	0	1	0	0	0
0x192	0	green		s5D t08 p11 r16 x+4 y-7 fx; s5D t08 p11 r16 x-4 y-7; s5D t04 p10 r16; s5D t0B p10 x+B y+6 fxy; s5D t0B p10 x-4 y+6 fy													
0x192	1	red		s5D t08 p11 r16 x+4 y-7 fx; s5D t08 p11 r16 x-4 y-7; s5D t04 p11 r16; s5D t0B p10 x+B y+6 fxy; s5D t0B p10 x-4 y+6 fy													
0x192	2	yellow		s5D t08 p11 r16 x+4 y-7 fx; s5D t08 p11 r16 x-4 y-7; s5D t04 p12 r16; s5D t0B p10 x+B y+6 fxy; s5D t0B p10 x-4 y+6 fy													
0x192	3	pink		s5D t08 p11 r16 x+4 y-7 fx; s5D t08 p11 r16 x-4 y-7; s5D t04 p14 r16; s5D t0B p10 x+B y+6 fxy; s5D t0B p10 x-4 y+6 fy													
0x193	None	Caged Ghost, horizontal+sloped	A narrow ghost that spits Shy Guys, if less than 6 eggs are present. Shrinks when hit, becoming stunned after 4 hits, but grows back over time.		L3=?	3						0	0	1	0	0	0
0x194	None	Blargg, normal-sized	A lava-dwelling enemy that leaps out when Yoshi approaches. Only leaps once unless respawned.	s62 t0C p11 r16,8 x-8 y-E; s62 t06 p11 r16 x+8 y-16; s62 t1E p11 x+C y-1E; s62 t08 p11 r32,16 x-8 y-2A; s62 t0E p11 x+4 y-2C; s62 t0F p11 x+8 y-33; s62 t0F p11 y-33 fx		3			6			0	0	1	0	0	0
0x195	None	Rock spire, small platform, unstable	Falls if Yoshi stands on it. Unlike the version from objects {extprefix}.C0-C1, this sprite respawns.	d082A4124 p17 r32 x-10 y-10		2						0	0	0	0	1	0
0x196	None	Rock spire, large platform, unstable	Falls if Yoshi stands on it. Unlike object {extprefix}.C3, this sprite respawns.	d082A70A4 p17 r64 x-20 y-20		2						0	0	0	0	1	0
0x197	None	Red arrow, cardinal				3	3				0	0	1	0	0	0	0
0x197	0	up		s1C t0B p11 r16 x+8 y+4; s1C t1A p11 x+10 y+14; s1C t0A p11 x+8 y+14 fxy													
0x197	1	right		s1C t08 p11 r16 x-4 y+8 fx; s1C t0A p11 x-C y+8 fx; s1C t1A p11 x-C y+10 fx													
0x197	2	left		s1C t08 p11 r16 x+4 y-8 fy; s1C t0A p11 x+14 fy; s1C t1A p11 x+14 y-8 fy													
0x197	3	down		s1C t0B p11 r16 x-8 y-4 fxy; s1C t1A p11 x-8 y-C fxy; s1C t0A p11 y-C													
0x198	None	Red arrow, diagonal				3	3				0	0	1	0	0	0	0
0x198	0	up-left		s1C t0D p11 r16 x+6 y+6; s1C t0F p11 x+16 y+E; s1C t1F p11 x+E y+16													
0x198	1	up-right		s1C t0D p11 r16 x-6 y+6 fx; s1C t0F p11 x-E y+E fx; s1C t1F p11 x-6 y+16 fx													
0x198	2	down-left		s1C t0D p11 r16 x+6 y-6 fy; s1C t0F p11 x+16 y-6 fy; s1C t1F p11 x+E y-E fy													
0x198	3	down-right		s1C t0D p11 r16 x-6 y-6 fxy; s1C t0F p11 x-E y-6 fxy; s1C t1F p11 x-6 y-E fxy													
0x199	None	Fooly Flower (Dizzy Dandy)	A fake flower that falls and rolls along the ground when Yoshi approaches.	d082A41A4 p11 r32 x-8 y-8		3						0	0	1			
0x19A	None	Boo Guy	A ghost Shy Guy.<br>Becomes a spawner, if at the top-left corner of pipe object F4.	s60 t00 p10 r16 y-4; s60 t02 p10 x+D y+3		3					0	1	0	1	0	0	0
0x19B	None	Bumpty, sliding	A penguin that slides along the ground, occasionally making short hops.	s5E t0E p10 r16; s5E t0C p10 x-3 y+8; s5E t0C p10 x+3 y+8		3					0	0	0	1			
0x19C	None	Bumpty, flying horizontally	A penguin that flies horizontally.			3	1				0	0	0	1			
0x19C	0	back and forth		s5E t08 p10 r16 y-8; s5E t1C p10 x+3 y+1; s5E t1C p10 x-2 y+1; s5E t0A p10 x+8 y-6; s5E t0B p10 x+C y-A													
0x19C	1	one-way		s5E t0C p10 x+3 y+5; s5E t0C p10 x+8 y+5; s5E t08 p10 r16 y-8; s5E t1A p10 x+8 y-2; s5E t1B p10 x+D y-9													
0x19D	None	Skeleton Goonie, flying	Flies in a horizontal line.	s63 t05 p12 r16 x-A y-B fxy; s63 t09 p12 x+1 y-2 fx; s63 t0E p12 x-8 y+4; s63 t0F p12 x+D y+8; s63 t1F p12 x+E y+1; s63 t0C p12 r16; s63 t05 p12 r16 x+E y-B fy; s63 t09 p12 x+B y-2		3						0	0	1			
0x19E	None	Skeleton Goonie, flightless		s63 t0E p12 x-8 y+4; s63 t0A p12 x+2 y+B; s63 t1A p12 x+8 y+D fx; s63 t0C p12 r16;		3						0	0	1			
0x19F	None	Skeleton Goonie, flying, with bomb	Flies in a horizontal line. Drops the bomb when approached.	s63 t05 p12 r16 x-A y-B fxy; s63 t09 p12 x+1 y-2 fx; s63 t0E p12 x-8 y+4; s63 t1A p12 x+4 y+D; s63 t1A p12 x+8 y+D; s63 t0C p12 r16; s63 t05 p12 r16 x+E y-B fy; s63 t09 p12 x+B y-2; t1CC p14 r16 x+1 y+12		3						0	0	1			
0x1A0	None	2.5D firebar, double-ended	A firebar that rotates in and out of the 2D plane. Aside from the central flame, it can only hit Yoshi when horizontal.			3	1					0	0	1			
0x1A0	0	clockwise		s65 t02 p11 r16 x+4 y-24; s65 t02 p11 r16 y-18; s65 t02 p11 r16 x-4 y-C; s65 t00 p11 r16 x-8; s65 t02 p11 r16 x-C y+C; s65 t02 p11 r16 x-10 y+18; s65 t02 p11 r16 x-14 y+24													
0x1A0	1	counterclockwise		s65 t02 p11 r16 x-14 y-24; s65 t02 p11 r16 x-10 y-18; s65 t02 p11 r16 x-C y-C; s65 t00 p11 r16 x-8; s65 t02 p11 r16 x-4 y+C; s65 t02 p11 r16 y+18; s65 t02 p11 r16 x+4 y+24													
0x1A1	None	2.5D firebar, single-ended	A firebar that rotates in and out of the 2D plane. Aside from the central flame, it can only hit Yoshi when horizontal.			3	1					0	0	1			
0x1A1	0	clockwise		s65 t02 p11 r16 x+4 y-24 fx; s65 t02 p11 r16 y-18 fx; s65 t02 p11 r16 x-4 y-C fx; s65 t00 p11 r16 x-8 fx													
0x1A1	1	counterclockwise		s65 t02 p11 r16 x-14 y-24 fx; s65 t02 p11 r16 x-10 y-18 fx; s65 t02 p11 r16 x-C y-C fx; s65 t00 p11 r16 x-8 fx													
0x1A2	None	Star	Adds +1 to star count.	t14A p12 r16 y-2; t12E p10 y+8; t12E p10 x+7 y+8 fx		3						0	0		1		
0x1A3	None	Little Mouser, skull mask	When jumped on, becomes a regular Little Mouser.	s60 t03 p16 x+1 y+8; s60 t03 p16 x+9 y+3; s60 t14 p16 x+F y+4; s60 t05 p16 r16 y-2	Stripe 60+28	3						0	0	1			
0x1A4	None	Keyhole cork for 2.5D pipe	Unlockable with a key. Only works when placed on object {extprefix}.E0.	s48 t08 p16 r16 y-1F; s48 t08 p16 r16 x+10 y-1F fx; s48 t0A p16 r16 y-F; s48 t0A p16 r16 x+10 y-F fx; s48 t0C p16 r16 y+1; s48 t0C p16 r16 x+10 y+1 fx;		3			5	2	0	2	0	0	1	0	0
0x1A5	None	Monkey, jumps in place/away	A monkey that flees from Yoshi. Spawns grabbing a wall/vine if placed next to one.	s64 t0C p10 y+8; s64 t1B p10 x+9 y+7; s64 t00 p10 r16 y-7; s64 t1F p10 x+9 y+C; s64 t0A p10 x+10 y+4; s64 t0C p10 x+3 y+8		3						0	0	1			
0x1A6	None	Monkey, with watermelon	A monkey that spits seeds from a part-eaten watermelon. The melon has 10 seeds left if Yoshi eats it.	s64 t08 p10 r16 x-C y-4; s64 t1B p10 x+7 y+7; s64 t1F p10 x+A y+C; s64 t0A p10 x+E y+4; s64 t1A p10 y+7; s64 t0B p10 x-2 y+6; s64 t00 p10 r16 y-8; s64 t1F p10 y+C		3						0	0	1			
0x1A7	None	Monkey, climbing, drops explosives	A monkey that holds onto a wall/decoration and drops explosives.			3	2					0	0	1			
0x1A7	0	bomb		s64 t1B p10 x-2 y+6; s64 t1A p10 x-9 y+6; s64 t1D p10 x-9 y+B; s64 t0A p10 x+5 y+4; s64 t0D p10 x-2 y-C fxy; s64 t00 p10 r16 x-7 y-8 fx; s64 t0B p10 x-B y+4; t1CC p10 r16 x-9 y-1A													
0x1A7	2	Needlenose		s64 t1B p10 x-2 y+6; s64 t1A p10 x-9 y+6; s64 t1D p10 x-9 y+B; s64 t0A p10 x+5 y+4; s64 t0D p10 x-2 y-C fxy; s64 t00 p10 r16 x-7 y-8 fx; s64 t0B p10 x-B y+4; t10A p10 r16 x-9 y-1A													
0x1A8	None	Monkey, jumps toward Yoshi	A monkey that chases Yoshi and tries to steal Baby Mario.	s64 t0E p10 x+8 y+9; s64 t1B p10 x+7 y+1; s64 t1C p10 x+1 y+1; s64 t00 p10 r16 x-4 y-B; s64 t0A p10 x+C y-5; s64 t0D p10 x+1 y+9; s64 t0D p10 x+4 y+9		3						0	0	1			
0x1A9	None	Monkey, climbing, with watermelon	A monkey that holds onto a wall/decoration, and spits seeds from a part-eaten watermlon. The melon has 10 seeds left if Yoshi eats it.	s64 t08 p10 r16 x-D y-4 fx; s64 t1A p10 x-D y+8 fx; s64 t1B p10 x-14 y+8 fx; s64 t1D p10 x-F y+A fx; s64 t04 p10 r16 x-17 y-7 fx; s64 t0B p10 x-E y+6 fx; s64 t0A p10 x-1B y+6 fx		3						0	0	1			
0x1AA	None	Hot Lips	Spits insta-kill lava in a diagonal line.	s66 t00 p11 r16 x-8 y-8; s66 t06 p11 r16 x+8 y-8; s66 t0D p11 x+1 y-C; s66 t0D p11 x+8 y-C		3						0	0	1			
0x1AB	None	Boo Balloon	Flies around erratically. When hit 3 times, pops and drops an item.		Stripe 65 in slot 1	3	1					0	0	1			
0x1AB	0	coin		s65 t04 p10 r16; t5D p10 x+4 y+F; t7C p10 x+6 y+17													
0x1AB	1	! switch		s65 t04 p10 r16; t5D p10 x+4 y+F; t7C p10 x+6 y+17; d082921A4 p11 r32 x-8 y-4 o50													
0x1AC	None	Tiny frog decoration	Decorative. Hops randomly along the ground. Random color tan/white/gray/brown.	s68 t0E p10 x+4 y+8 fx		3					1	0	1	0	0	0	0
0x1AD	None	Kamek, teleports/shoots magic	Only spawns on Kamek blocks (object F6)? Teleports after shooting magic twice, or when touched or hit by an egg.	d082AA1A4 p11 r32 x-8 y-8		3						0	0	1			
0x1AE	None	Kamek's geometric magic	Travels toward Yoshi immediately. Can transform Kamek blocks (object F6) into enemies or stars.	s67 t0E p12 x-1 y+3; s67 t0F p11 x+5 y-1; s67 t1E p13 x+6 y+7		2						0	0	1			
0x1AF	None	Coin, stationary		t140 p12 r16		3				1	0	0	0	0	1	0	0
0x1B0	None	Unpumped red balloon	Falls immediately due to the lack of pumping.		L3=? + Stripe 65	2											
0x1B1	None	Coin cannon, Gather Coins	Spawns at a hardcoded position, and moves left/right with range depending on camera position. Shoots coins periodically that don't count toward the coin counter.	d082A4EA4 p12 r32 a45 x-8 y-8; t52 p12 r16 x+8 y+18 fxy; t52 p12 r16 x-8 y+18; t70 p12 r16,8 x+8 y+10 fx; t70 p12 r16,8 x-8 y+10; t51 p12 x+8 y+8 fx; t51 p12 y+8; t50 p12 x+8 fx; t50 p12	Stripe {no ID} in slot 2	1						0	0		1		
0x1B2	None	Coin, Gather Coins	Falls to the ground and doesn't count toward the coin counter.	tAC p12 r16		1						0	0		1		
0x1B3	None	Bandit, Gather Coins	Spawns at a hardcoded position. Runs/jumps around and can knock back Yoshi.		Dynamic, doesn't load its own graphic	1						0	1	1			
0x1B4	None	Checkerboard platform, Popping Balloons	(glitch)		Stripe {no ID} in slot 2	1						0					
0x1B5	None	Bandit, Popping Balloons	Spawns at a hardcoded position. Runs/jumps around. If touched, teleports Yoshi.			1						0	0	1			
0x1B6	None	Balloon, Popping Balloons	Spawns at a hardcoded position. Standable; destroyable with a ground pound.	d0829E224 p11 r32 x-8 y-8		2						0	0		1		
0x1B7	None	"Bandit", Watermelon Seed Spitting	(glitch)			1						0					
0x1B8	None	Melon spawner, Watermelon Seed Spitting	Has no graphics, but randomly spawns a watermelon, or occasionally a fire melon.	tC8 p11 r16 x+4 y-14 o50; tC8 p10 r16 o50 y-10		2			5			0	0		1		
0x1B9	None	Unused sprite ID				0						0	0				
0x1BA	None	GBA camera sprite, ???			None	3						0	0				
0x1BB	None	GBA camera sprite, ???			None	3						0	0				
0x1BC	None	GBA camera sprite, ???			None	3						0	0				
0x1BD	None	GBA camera sprite, ???			None	3						0	0				
0x1BE	None	GBA camera sprite, ???			None	3						0	0				
0x1BF	None	GBA camera sprite, ???			None	3						0	0				
0x1C0	None	GBA camera sprite, ???			None	3						0	0				
0x1C1	None	GBA camera sprite, ???			None	3						0	0				
0x1C2	None	GBA camera sprite, ???			None	3						0	0				
0x1C3	None	GBA camera sprite, ???			None	3						0	0				
0x1C4	None	Tileset changer, 0			None	3	1					0	1				
0x1C4	0	change tileset															
0x1C4	1	change palette															
0x1C5	None	Tileset changer, 1			None	3	1					0	1				
0x1C5	0	change tileset															
0x1C5	1	change palette															
0x1C6	None	Tileset changer, 2			None	3	1					0	1				
0x1C6	0	change tileset															
0x1C6	1	change palette															
0x1C7	None	Tileset changer, 3			None	3	1					0	1				
0x1C7	0	change tileset															
0x1C7	1	change palette															
0x1C8	None	Tileset changer, 4			None	3	1					0	1				
0x1C8	0	change tileset															
0x1C8	1	change palette															
0x1C9	None	Tileset changer, 5			None	3	1					0	1				
0x1C9	0	change tileset															
0x1C9	1	change palette															
0x1CA	None	Tileset changer, 6			None	3	1					0	1				
0x1CA	0	change tileset															
0x1CA	1	change palette															
0x1CB	None	Tileset changer, 7			None	3	1					0	1				
0x1CB	0	change tileset															
0x1CB	1	change palette															
0x1CC	None	Tileset changer, 8			None	3	1					0	1				
0x1CC	0	change tileset															
0x1CC	1	change palette															
0x1CD	None	Tileset changer, 9			None	3	1					0	1				
0x1CD	0	change tileset															
0x1CD	1	change palette															
0x1CE	None	Tileset changer, A			None	3	1					0	1				
0x1CE	0	change tileset															
0x1CE	1	change palette															
0x1CF	None	Tileset changer, B			None	3	1					0	1				
0x1CF	0	change tileset															
0x1CF	1	change palette															
0x1D0	None	Tileset changer, C			None	3	1					0	1				
0x1D0	0	change tileset															
0x1D0	1	change palette															
0x1D1	None	Tileset changer, D			None	3	1					0	1				
0x1D1	0	change tileset															
0x1D1	1	change palette															
0x1D2	None	Tileset changer, E			None	3	1					0	1				
0x1D2	0	change tileset															
0x1D2	1	change palette															
0x1D3	None	Tileset changer, F			None	3	1					0	1				
0x1D3	0	change tileset															
0x1D3	1	change palette															
0x1D4	None	Autoscroll, various	Movement hardcoded by level ID? Used in 6-8 Kamek room, 4-Secret final room, 6-Secret entrance.		None	3						0	0				
0x1D5	None	Autoscroll, 1-5			None	3						0	0				
0x1D6	None	Autoscroll, 1-5 from Middle Ring			None	3						0	0				
0x1D7	None	Autoscroll, 6-5 end of first room			None	3						0	0				
0x1D8	None	Autoscroll, 6-5 optional room			None	3						0	0				
0x1D9	None	Autoscroll, 6-5 first room			None	3						0	0				
0x1DA	None	Autoscroll, 6-5 final room			None	3						0	0				
0x1DB	None	Autoscroll, 5-6			None	3						0	0				
0x1DC	None	Autoscroll, 2-1 falling block section			None	3						0	0				
0x1DD	None	Autoscroll, 6-8 room 3			None	3						0	0				
0x1DE	None	Autoscroll, 1-Extra			None	3						0	0				
0x1DF	None	Boo Balloon stopper	Causes any Boo Balloons (sprite 1AB) to float off-screen and despawn.			3						0	0				
0x1E0	None	Stops rightward scrolling			None	3						0	0				
0x1E1	None	Gusty generator	Generates Gusties. Unlike sprite E6's generator, the Gusties spawn from both sides of the screen and at any height.	s25 t06 p12 r32,16 x-4 y-8 fx; s25 t06 p12 r32,16 x-8		3						0	0	1			
0x1E2	None	Gusty generator stopper	Disables generators E6 and 1E1.			3						0	0				
0x1E3	None	Lakitu (normal) stopper	Causes any normal Lakitus (sprite 11B) to fly off-screen and despawn.			3						0	0				
0x1E4	None	Fuzzy generator stopper	Disables generator 1FE.			3						0	0				
0x1E5	None	Poochy stopper	Causes Poochy to run off-screen and despawn.			3						0	0				
0x1E6	None	Fang generator, max 2	Generates sine-wave Fangs from both sides of the screen, unless there are 2 Fangs already spawned.	s55 t1F p10 x+5 y-7; s55 t0D p10 r16 x+8 y-4; s55 t1F p10 x+13 y-7; s55 t1F p10 x-3 y-3; s55 t0D p10 r16; s55 t1F p10 x+B y-3		3						0	0	1			
0x1E7	None	Fang generator stopper	Disables generators 1E6 and 1E8.			3						0	0				
0x1E8	None	Fang generator, max 3	Generates sine-wave Fangs from both sides of the screen, unless there are 3 Fangs already spawned.	s55 t1F p10 x+5 y-7; s55 t0D p10 r16 x+8 y-4; s55 t1F p10 x+13 y-7; s55 t1F p10 x-3 y-3; s55 t0D p10 r16; s55 t1F p10 x+B y-3; s55 t1F p10 x-B y+1; s55 t0D p10 r16 x-8 y+4; s55 t1F p10 x+3 y+1		3						0	0	1			
0x1E9	None	Unused duplicate	Disables generators 1E6 and 1E8.			0											
0x1EA	None	Wall Lakitu generator	Randomly spawns wall Lakitus on tile 0010 (object {extprefix}.80). Only works if tile X,Y low digits are any of these pairs: (2,3) (3,6) (5,2) (6,5) (9,4) (9,7) (C,6) (D,3)	s49 t1D p10 x+12 y+D; s49 t0D p11 x+C; s49 t00 p11 r16 x+6 y+7; s49 t1D p10 x+A y+11; s49 t0D p11 x+4 y+4; s49 t00 p11 r16 x-2 y+B		3						2	0	1			
0x1EB	None	Wall Lakitu generator stopper	Disables generator 1EB.														
0x1EC	None	Dancing Spear Guy enabler	Required for dancing Spear Guys (sprite 15B) to spawn.	s39 t02 p11 r16 x+2 y-4 o50; s39 t0F p10 x-1 y+2 fx o50; s39 t1F p10 x+7 y+B fx o50; s39 t1E p11 x+C y-C o50; s39 t1E p11 x+C y-14 o50; s39 t1E p11 x+C y-1C o50; s39 t0E p11 x+C y-20 o50		3						0	0				
0x1ED	None	Dancing Spear Guy stopper	Causes dancing Spear Guys to freeze in place and stop making sounds. Spear Guys affected by 1ED won't respawn even if another sprite 1EC is encountered.			2											
0x1EE	None	Thunder Lakitu stopper	Causes any Thunder Lakitus (sprite 166) to fly off-screen and despawn.			3						0	0				
